ncbi_uid,accession,organism,title,length,pmid
950645934,KT429209.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate FRType 14-France-IA1 IA2 hypothetical protein gene, partial cds",547,
950645932,KT429208.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate FRType 13-France-IA1 IA2 hypothetical protein gene, partial cds",547,
950645930,KT429207.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate FRType 12-France-IA1 IA2 hypothetical protein gene, partial cds",547,
950645928,KT429206.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate FRType 11-France-IA1 IA2 hypothetical protein gene, partial cds",547,
950645926,KT429205.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate FRType 10-France-IA1 IA2 hypothetical protein gene, partial cds",547,
950645924,KT429204.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate FRType 09-France-IA1 IA2 hypothetical protein gene, partial cds",547,
950645922,KT429203.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate FRType 08-France-IA1 IA2 hypothetical protein gene, partial cds",547,
950645920,KT429202.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate FRType 07-France-IA1 IA2 hypothetical protein gene, partial cds",547,
950645918,KT429201.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate FRType 06-France-IA1 IA2 hypothetical protein gene, partial cds",547,
950645916,KT429200.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate FRType 05-France-IA1 IA2 hypothetical protein gene, partial cds",547,
950645914,KT429199.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate FRType 04-France-IA1 IA2 hypothetical protein gene, partial cds",547,
950645912,KT429198.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate FRType 03-France-IA1 IA2 hypothetical protein gene, partial cds",547,
950645910,KT429197.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate FRType 02-France-IA1 IA2 hypothetical protein gene, partial cds",547,
950645908,KT429196.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate FRType 01-France-IA1 IA2 hypothetical protein gene, partial cds",547,
950645905,KT429195.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate Japan specimen 01-Japan -Del36 7F2 Del36 37R hypothetical protein genes, partial cds",381,
950645902,KT429194.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate Portuguese specimen 01-Portugal-Del36 7F2 Del36 37R hypothetical protein genes, partial cds",381,
950645899,KT429193.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate FRType 15-France-Del36 7F2 Del36 37R hypothetical protein genes, partial cds",381,
950645896,KT429192.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate FRType 14-France-Del36 7F2 Del36 37R hypothetical protein genes, partial cds",381,
950645893,KT429191.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate FRType 13-France-Del36 7F2 Del36 37R hypothetical protein genes, partial cds",381,
950645890,KT429190.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate FRType 12-France-Del36 7F2 Del36 37R hypothetical protein genes, partial cds",381,
950645887,KT429189.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate FRType 11-France-Del36 7F2 Del36 37R hypothetical protein genes, partial cds",381,
950645884,KT429188.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate FRType 10-France-Del36 7F2 Del36 37R hypothetical protein genes, partial cds",381,
950645881,KT429187.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate FRType 09-France-Del36 7F2 Del36 37R hypothetical protein genes, partial cds",381,
950645878,KT429186.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate FRType 08-France-Del36 7F2 Del36 37R hypothetical protein genes, partial cds",381,
950645875,KT429185.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate FRType 07-France-Del36 7F2 Del36 37R hypothetical protein genes, partial cds",381,
950645872,KT429184.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate FRType 06-France-Del36 7F2 Del36 37R hypothetical protein genes, partial cds",381,
950645869,KT429183.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate FRType 05-France-Del36 7F2 Del36 37R hypothetical protein genes, partial cds",381,
950645866,KT429182.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate FRType 04-France-Del36 7F2 Del36 37R hypothetical protein genes, partial cds",381,
950645863,KT429181.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate FRType 03-France-Del36 7F2 Del36 37R hypothetical protein genes, partial cds",381,
950645860,KT429180.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate FRType 02-France-Del36 7F2 Del36 37R hypothetical protein genes, partial cds",381,
950645857,KT429179.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate FRType 01-France-Del36 7F2 Del36 37R hypothetical protein genes, partial cds",381,
950645855,KT429178.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate Japan specimen 01-Japan-C2 C6 hypothetical protein gene, partial cds",631,
950645853,KT429177.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate Portuguese specimen 01- Portugal-C2 C6 hypothetical protein gene, partial cds",632,
950645851,KT429176.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate FRType 15-France-C2 C6 hypothetical protein gene, partial cds",632,
950645849,KT429175.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate FRType 14-France-C2 C6 hypothetical protein gene, partial cds",632,
950645847,KT429174.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate FRType 13-France-C2 C6 hypothetical protein gene, partial cds",633,
950645845,KT429173.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate FRType 12-France-C2 C6 hypothetical protein gene, partial cds",633,
950645843,KT429172.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate FRType 11-France-C2 C6 hypothetical protein gene, partial cds",470,
950645841,KT429171.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate FRType 10-France-C2 C6 hypothetical protein gene, partial cds",632,
950645839,KT429170.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate FRType 09-France-C2 C6 hypothetical protein gene, partial cds",632,
950645837,KT429169.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate FRType 08-France-C2 C6 hypothetical protein gene, partial cds",632,
950645835,KT429168.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate FRType 07-France-C2 C6 hypothetical protein gene, partial cds",632,
950645833,KT429167.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate FRType 06-France-C2 C6 hypothetical protein gene, partial cds",632,
950645831,KT429166.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate FRType 05-France-C2 C6 hypothetical protein gene, partial cds",632,
950645829,KT429165.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate FRType 04-France-C2 C6 hypothetical protein gene, partial cds",632,
950645827,KT429164.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate FRType 03-France-C2 C6 hypothetical protein gene, partial cds",632,
950645825,KT429163.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate FRType 02-France-C2 C6 hypothetical protein gene, partial cds",633,
950645823,KT429162.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate FRType 01-France-C2 C6 hypothetical protein gene, partial cds",631,
930305136,KR075683.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate SDLZ_k3 hypothetical protein gene, partial cds",710,
930305134,KR075682.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate SDLZ_k2 hypothetical protein gene, partial cds",704,
930305132,KR075681.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate LNDL_K3 hypothetical protein gene, partial cds",707,
930305130,KR075680.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate SDCD_k10 hypothetical protein gene, partial cds",706,
930305128,KR075679.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate SDRZ_k1 hypothetical protein gene, partial cds",712,
736546138,KM593680.1,Ostreid herpesvirus 1,Ostreid herpesvirus 1 isolate 3 origin of replication sequence,428,
736546137,KM593679.1,Ostreid herpesvirus 1,Ostreid herpesvirus 1 isolate 2 origin of replication sequence,427,
736546136,KM593678.1,Ostreid herpesvirus 1,Ostreid herpesvirus 1 isolate 1 origin of replication sequence,428,
736546120,KM593677.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 3 hypothetical protein (ORF88) gene, partial cds",564,
736546118,KM593676.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 2 hypothetical protein (ORF88) gene, partial cds",564,
736546116,KM593675.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 hypothetical protein (ORF88) gene, partial cds",564,
736546096,KM593674.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 3 hypothetical protein (ORF43) gene, partial cds",535,
736546094,KM593673.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 2 hypothetical protein (ORF43) gene, partial cds",535,
736546092,KM593672.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 hypothetical protein (ORF43) gene, partial cds",535,
736546059,KM593671.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 3 DNA polymerase I (ORF4) gene, partial cds",553,
736546057,KM593670.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 2 DNA polymerase I (ORF4) gene, partial cds",553,
736546055,KM593669.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 DNA polymerase I (ORF4) gene, partial cds",553,
566035589,KF185089.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate microvar delta15-001-France-IA1 IA2 hypothetical protein gene, partial cds",547,
566035587,KF185088.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate microvar delta9-002-France-IA1 IA2 hypothetical protein gene, partial cds",547,
566035585,KF185087.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate microvar delta9-001-France-IA1 IA2 hypothetical protein gene, partial cds",547,
566035583,KF185086.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate microvar-003-France-IA1 IA2 hypothetical protein gene, partial cds",547,
566035581,KF185085.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate microvar-002-France-IA1 IA2 hypothetical protein gene, partial cds",547,
566035579,KF185084.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate microvar-001-France-IA1 IA2 hypothetical protein gene, partial cds",547,
566035577,KF185083.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 001-IA1 IA2 hypothetical protein gene, partial cds",548,
566035552,KF185075.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate microvar delta15-001-France-C2 C6 hypothetical protein gene, partial cds",692,
566035550,KF185074.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate microvar delta9-002-France-C2 C6 hypothetical protein gene, partial cds",698,
566035548,KF185073.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate microvar delta9-001-France-C2 C6 hypothetical protein gene, partial cds",698,
566035546,KF185072.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate microvar 003-France-C2 C6 hypothetical protein gene, partial cds",695,
566035544,KF185071.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate microvar 002-France-C2 C6 hypothetical protein gene, partial cds",695,
566035542,KF185070.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate microvar 001-France-C2 C6 hypothetical protein gene, partial cds",695,
566035540,KF185069.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 001-C2 C6 hypothetical protein gene, partial cds",709,
833025859,KP412538.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 strain CDSB2012, complete genome",199354,
754296667,KM886595.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate SDQD_z1 clone X ORF4 gene, partial cds",698,
754296665,KM886594.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate SDJM_C1 clone W ORF4 gene, partial cds",695,
754296663,KM886593.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate GXBH_J2 clone V ORF4 gene, partial cds",692,
754296661,KM886592.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate GXBH_J1 clone U ORF4 gene, partial cds",692,
754296659,KM886591.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate GDYJ_J2 clone T ORF4 gene, partial cds",688,
754296657,KM886590.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate SDQD_z1 clone S ORF4 gene, partial cds",693,
754296655,KM886589.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate SDQD_z1 clone R ORF4 gene, partial cds",576,
754296653,KM886588.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate SDRC_z1 clone Q ORF4 gene, partial cds",575,
754296651,KM886587.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate SDQD_z15 clone P ORF4 gene, partial cds",576,
754296649,KM886586.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate SDQD_z13 clone O ORF4 gene, partial cds",576,
754296647,KM886585.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate SDQD_3 clone N ORF4 gene, partial cds",575,
754296645,KM886584.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate SDQD_z12 clone M ORF4 gene, partial cds",575,
754296643,KM886583.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate SDQD_z13 clone L ORF4 gene, partial cds",576,
754296641,KM886582.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate SDQD_z7 clone K ORF4 gene, partial cds",575,
754296639,KM886581.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate SDQD_z5 clone J ORF4 gene, partial cds",575,
754296637,KM886580.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate SDQD_z10 clone I ORF4 gene, partial cds",576,
754296635,KM886579.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate SDQD_z4 clone H ORF4 gene, partial cds",574,
754296633,KM886578.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate SDQD_z1 clone G ORF4 gene, partial cds",575,
754296631,KM886577.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate SDLZ_k3 clone F ORF4 gene, partial cds",591,
754296629,KM886576.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate SDWF_B4 clone E ORF4 gene, partial cds",582,
754296627,KM886575.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate SDLZ_k2 clone D ORF4 gene, partial cds",585,
754296625,KM886574.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate LNDL_K3 clone C ORF4 gene, partial cds",588,
754296623,KM886573.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate SDCD_k10 clone B ORF4 gene, partial cds",587,
754296621,KM886572.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate SDRZ_k1 clone A ORF4 gene, partial cds",593,
675360081,KJ922507.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate OsHV-1_C2_C6_Ca_A63 DNA polymerase I conserved domain protein gene, partial cds",608,
408476307,JQ963169.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 from Ireland DNA polymerase I conserved domain protein gene, partial cds",344,
448818785,JQ959598.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 strain microVar ORF4 gene, partial cds",881,
448818783,JQ959597.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 strain microVar ORF4 gene, partial cds",881,
331686392,JF894308.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 strain La Cruz Orf4 gene, partial cds",679,
571798610,KC685525.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate NSW1 hypothetical protein gene, partial cds",695,
566036064,KF517351.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 007-ORF77 hypothetical protein gene, complete cds",3795,
566036062,KF517350.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 006-ORF77 hypothetical protein gene, complete cds",3795,
566036060,KF517349.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 005-ORF77 hypothetical protein gene, complete cds",3795,
566036058,KF517348.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 004-ORF77 hypothetical protein gene, complete cds",3795,
566036056,KF517347.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 003-ORF77 hypothetical protein gene, complete cds",3795,
566036054,KF517346.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 002-ORF77 hypothetical protein gene, complete cds",3795,
566036052,KF517345.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 001-ORF77 hypothetical protein gene, complete cds",3795,
566036050,KF517344.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 001-ORF36 hypothetical protein gene, complete cds",228,
566036048,KF517343.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 007-ORF59 hypothetical protein gene, complete cds",3243,
566036046,KF517342.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 006-ORF59 hypothetical protein gene, complete cds",3243,
566036044,KF517341.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 005-ORF59 hypothetical protein gene, complete cds",3243,
566036042,KF517340.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 004-ORF59 hypothetical protein gene, complete cds",3243,
566036040,KF517339.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 003-ORF59 hypothetical protein gene, complete cds",3243,
566036038,KF517338.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 002-ORF59 hypothetical protein gene, complete cds",3243,
566036036,KF517337.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 001-ORF59 hypothetical protein gene, complete cds",3243,
566036034,KF517336.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 007-ORF68 hypothetical protein gene, complete cds",2082,
566036032,KF517335.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 006-ORF68 hypothetical protein gene, complete cds",2082,
566036030,KF517334.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 005-ORF68 hypothetical protein gene, complete cds",2082,
566036028,KF517333.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 004-ORF68 hypothetical protein gene, complete cds",2082,
566036026,KF517332.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 003-ORF68 hypothetical protein gene, complete cds",2082,
566036024,KF517331.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 002-ORF68 hypothetical protein gene, complete cds",2082,
566036022,KF517330.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 001-ORF68 hypothetical protein gene, complete cds",2082,
566036020,KF517329.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 007-ORF72 hypothetical protein gene, complete cds",567,
566036018,KF517328.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 006-ORF72 hypothetical protein gene, complete cds",567,
566036016,KF517327.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 005-ORF72 hypothetical protein gene, complete cds",567,
566036014,KF517326.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 004-ORF72 hypothetical protein gene, complete cds",567,
566036012,KF517325.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 003-ORF72 hypothetical protein gene, complete cds",567,
566036010,KF517324.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 002-ORF72 hypothetical protein gene, complete cds",567,
566036008,KF517323.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 001-ORF72 hypothetical protein gene, complete cds",567,
566036006,KF517322.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 007-ORF80 hypothetical protein gene, complete cds",351,
566036004,KF517321.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 006-ORF80 hypothetical protein gene, complete cds",351,
566036002,KF517320.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 005-ORF80 hypothetical protein gene, complete cds",351,
566036000,KF517319.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 004-ORF80 hypothetical protein gene, complete cds",351,
566035998,KF517318.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 003-ORF80 hypothetical protein gene, complete cds",351,
566035996,KF517317.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 002-ORF80 hypothetical protein gene, complete cds",351,
566035994,KF517316.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 001-ORF80 hypothetical protein gene, complete cds",351,
566035992,KF517315.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 007-ORF84 hypothetical protein gene, complete cds",357,
566035990,KF517314.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 006-ORF84 hypothetical protein gene, complete cds",357,
566035988,KF517313.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 005-ORF84 hypothetical protein gene, complete cds",357,
566035986,KF517312.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 004-ORF84 hypothetical protein gene, complete cds",357,
566035984,KF517311.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 003-ORF84 hypothetical protein gene, complete cds",357,
566035982,KF517310.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 002-ORF84 hypothetical protein gene, complete cds",357,
566035980,KF517309.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 001-ORF84 hypothetical protein gene, complete cds",357,
566035978,KF517308.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 007-ORF103 hypothetical protein gene, complete cds",1272,
566035976,KF517307.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 006-ORF103 hypothetical protein gene, complete cds",1272,
566035974,KF517306.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 005-ORF103 hypothetical protein gene, complete cds",1272,
566035972,KF517305.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 004-ORF103 hypothetical protein gene, complete cds",1272,
566035970,KF517304.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 003-ORF103 hypothetical protein gene, complete cds",1272,
566035968,KF517303.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 002-ORF103 hypothetical protein gene, complete cds",1272,
566035966,KF517302.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 001-ORF103 hypothetical protein gene, complete cds",1272,
566035964,KF517301.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 007-ORF111 hypothetical protein gene, complete cds",870,
566035962,KF517300.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 006-ORF111 hypothetical protein gene, complete cds",870,
566035960,KF517299.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 005-ORF111 hypothetical protein gene, complete cds",870,
566035958,KF517298.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 004-ORF111 hypothetical protein gene, complete cds",870,
566035956,KF517297.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 003-ORF111 hypothetical protein gene, complete cds",870,
566035954,KF517296.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 002-ORF111 hypothetical protein gene, complete cds",870,
566035952,KF517295.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 001-ORF111 hypothetical protein gene, complete cds",870,
566035950,KF517294.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 007-ORF54 hypothetical protein gene, complete cds",2424,
566035948,KF517293.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 004-ORF54 hypothetical protein gene, complete cds",2424,
566035946,KF517292.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 003-ORF54 hypothetical protein gene, complete cds",2424,
566035944,KF517291.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 002-ORF54 hypothetical protein gene, complete cds",2424,
566035942,KF517290.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 001-ORF54 hypothetical protein gene, complete cds",2424,
566035940,KF517289.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 007-ORF41 hypothetical protein gene, complete cds",2922,
566035938,KF517288.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 005-ORF41 hypothetical protein gene, complete cds",2922,
566035936,KF517287.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 004-ORF41 hypothetical protein gene, complete cds",2922,
566035934,KF517286.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 003-ORF41 hypothetical protein gene, complete cds",2922,
566035932,KF517285.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 002-ORF41 hypothetical protein gene, complete cds",2922,
566035930,KF517284.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 001-ORF41 hypothetical protein gene, complete cds",2919,
566035928,KF517283.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 007-ORF16 hypothetical protein gene, complete cds",231,
566035926,KF517282.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 006-ORF16 hypothetical protein gene, complete cds",230,
566035924,KF517281.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 005-ORF16 hypothetical protein gene, complete cds",230,
566035922,KF517280.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 004-ORF16 hypothetical protein gene, complete cds",231,
566035920,KF517279.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 003-ORF16 hypothetical protein gene, complete cds",231,
566035918,KF517278.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 002-ORF16 hypothetical protein gene, complete cds",230,
566035916,KF517277.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 001-ORF16 hypothetical protein gene, complete cds",231,
566035914,KF517276.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 007-ORF25 hypothetical protein gene, complete cds",666,
566035912,KF517275.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 006-ORF25 hypothetical protein gene, complete cds",666,
566035910,KF517274.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 005-ORF25 hypothetical protein gene, complete cds",666,
566035908,KF517273.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 004-ORF25 hypothetical protein gene, complete cds",666,
566035906,KF517272.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 003-ORF25 hypothetical protein gene, complete cds",666,
566035904,KF517271.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 002-ORF25 hypothetical protein gene, complete cds",666,
566035902,KF517270.1,Ostreid herpesvirus 1,"Ostreid herpesvirus 1 isolate 001-ORF25 hypothetical protein gene, complete cds",666,
566035901,KF517269.1,Ostreid herpesvirus 1,Ostreid herpesvirus 1 isolate 007-ORF65 genomic sequence,1985,
566035900,KF517268.1,Ostreid herpesvirus 1,Ostreid herpesvirus 1 isolate 006-ORF65 genomic sequence,1985,
